Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reactant_1_Name_SMILES,Reactant_1_Short_Hand_SMILES,Reactant_2_Name_SMILES,Catalyst_1_Short_Hand_SMILES,Ligand_Short_Hand_SMILES,Reagent_1_Short_Hand_SMILES,Solvent_1_Short_Hand_SMILES,Reactant_1_SMILES
2236,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,77.4069125784292,2838134.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2237,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,72.91904038225,613770.875,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2238,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,76.0810736907673,2693623.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2239,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,52.179758534187,332277.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2240,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,50.9059845404208,1908253.75,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2241,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,49.6133732169736,678454.75,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2242,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,60.3397001213641,5089426.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2243,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,21.0869811958156,85947.2109375,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2244,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,CsF,2.5,MeOH,40.4005890123846,3807783.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CO,Ic1ccc2ncccc2c1
2245,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,83.0418373777861,999265.8125,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2246,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,MeOH,90.3565709926078,6493513.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2247,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,92.580425598343,1338850.875,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2248,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,88.0449321718005,8551042.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2249,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,88.19228280512,1049498.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2250,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,91.1514820193712,8839411.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2251,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,88.9598857495884,1454084.625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2252,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,77.5480591052496,4756263.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2253,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,85.092178075327,868947.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2254,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,78.7805943318803,4055401.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2255,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,39.7995572365253,280819.34375,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2256,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,K3PO4,2.5,MeOH,75.4157913836285,6571500.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,Ic1ccc2ncccc2c1
2257,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeOH,80.9135379771421,608507.875,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2258,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,MeOH,83.2141932965879,3745811.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2259,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeOH,83.8040660458964,697174.1875,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2260,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeOH,78.5633428373669,3211354.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2261,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeOH,86.4020620342603,453022.625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2262,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeOH,83.7144551706374,2866473.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2263,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeOH,87.8139516657921,507557.375,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2264,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeOH,78.4836956896188,2795731.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2265,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeOH,82.3457149952457,452431.15625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2266,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeOH,84.8291348184061,1943440.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2267,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeOH,75.0570288082755,265045.5625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2268,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,KOH,2.5,MeOH,68.0752183831305,3557539.75,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,[OH-].[K+],CO,Ic1ccc2ncccc2c1
2269,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeOH,85.9243229100607,229752.75,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2270,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,MeOH,92.3311863723015,3328933.75,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2271,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeOH,100.0,508171.625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2272,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeOH,89.2742346152498,3336679.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2273,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeOH,100.0,499096.28125,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2274,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeOH,86.188448296281,2940464.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2275,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeOH,100.0,379670.5625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2276,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeOH,88.7147174243862,2920767.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2277,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeOH,91.9010709994208,317414.90625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2278,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeOH,85.3539605436256,3139500.75,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2279,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeOH,85.4205716095521,263190.3125,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2280,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,LiOtBu,2.5,MeOH,64.0959235700096,2327041.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,CC(C)(C)[O-].[Li+],CO,Ic1ccc2ncccc2c1
2281,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeOH,70.6510462667117,570315.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2282,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,MeOH,78.7705003461351,1467428.5,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2283,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeOH,73.9561555015255,294206.875,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2284,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeOH,84.0520696358255,2417373.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2285,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeOH,72.1828507181212,223695.046875,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2286,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeOH,73.5317109522169,1933285.625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2287,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeOH,76.4303161907336,304412.9375,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2288,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeOH,59.7263839509863,1470229.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2289,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeOH,78.3561095070292,167936.265625,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2290,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeOH,67.8204655748234,1219024.0,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2291,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeOH,58.7965982080213,142750.4375,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2292,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,Et3N,2.5,MeOH,49.3675205588431,2573658.25,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,0,CCN(CC)CC,CO,Ic1ccc2ncccc2c1
2293,6-Iodoquinoline,6-I-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,0,2.5,MeOH,41.3940946931951,104065.9609375,Ic1ccc2ncccc2c1,0,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,0,CO,Ic1ccc2ncccc2c1
