Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reactant_1_Name_SMILES,Reactant_1_Short_Hand_SMILES,Reactant_2_Name_SMILES,Catalyst_1_Short_Hand_SMILES,Ligand_Short_Hand_SMILES,Reagent_1_Short_Hand_SMILES,Solvent_1_Short_Hand_SMILES,Reactant_1_SMILES
2916,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,CsF,2.5,DMF,12.7573867507533,2282008.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)C(O[C@H]1[C@H](O)[C@H](O)CO)(O[P](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=NC3=O)N)C(O)=O,CN(C)C=O,Clc1ccc2ncccc2c1
2917,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,DMF,12.778903211057,719971.8125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2918,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,DMF,15.29332694984,2179274.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2919,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,DMF,9.31753002037266,410133.28125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2920,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,DMF,26.2538649893708,6294247.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2921,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,7.24249243796525,320210.375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2922,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,20.5848350146786,3146009.25,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2923,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,40.4291945086649,1766060.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2924,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,15.784439073552,2226935.25,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2925,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,40.4565645651837,1709850.125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2926,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,24.7112538420999,1589317.625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2927,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,0.595087307513961,231914.015625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2928,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,K3PO4,2.5,DMF,0.0,69711.9609375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2929,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,0.0,0.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2930,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,DMF,16.1887481233549,2116423.25,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2931,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,10.767191562488,308820.34375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2932,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,14.0852192885319,2593956.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2933,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,7.58361455522154,378010.5625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2934,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,18.4708108012471,2469495.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2935,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,13.5319907640115,576300.875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2936,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,18.0450480728185,3120469.25,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2937,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,10.452581264233,427736.3125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2938,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,21.854865986212,1411659.125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2939,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,7.37411353086134,264240.4375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2940,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,KOH,2.5,DMF,16.5840239696931,3249666.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
2941,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,9.53792180377604,471182.65625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2942,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,DMF,14.9597480080317,2332293.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2943,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,10.978700781405,285901.1875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2944,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,13.095564184075,2450936.25,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2945,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,8.04133501142731,339756.65625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2946,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,17.2562368352961,2180156.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2947,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,12.3981992071494,499029.46875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2948,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,17.2579179473289,2229369.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2949,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,11.1300801891241,318896.46875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2950,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,21.355838404611,1263930.25,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2951,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,6.47518145704488,224219.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2952,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,LiOtBu,2.5,DMF,12.2050797469804,1867991.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
2953,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,5.84011060215166,271626.3125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2954,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,DMF,15.6966544082588,2426566.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2955,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,9.80181803994616,304157.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2956,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,13.1332444044815,2966235.25,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2957,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,8.18523886426928,357113.96875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2958,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,16.1204859657885,1950507.875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2959,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,10.7537614552375,449075.90625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2960,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,17.3942781541442,2592792.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2961,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,9.90224675884415,337959.84375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2962,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,22.8061525274985,1364184.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2963,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,7.88061116630647,231737.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2964,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,0,0.0,Et3N,2.5,DMF,12.9098218911143,2049785.625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
2965,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,0,2.5,DMF,6.69124874096873,287484.9375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,,CN(C)C=O,Clc1ccc2ncccc2c1
2966,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,0,2.5,DMF,15.9272433860581,1933193.625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,,CN(C)C=O,Clc1ccc2ncccc2c1
2967,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,AmPhos,0.125,0,2.5,DMF,8.94332020348582,300060.34375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,,CN(C)C=O,Clc1ccc2ncccc2c1
2968,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,0,2.5,DMF,15.1547223949761,3527460.0,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,,CN(C)C=O,Clc1ccc2ncccc2c1
2969,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,0,2.5,DMF,10.9182545406988,468650.84375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,,CN(C)C=O,Clc1ccc2ncccc2c1
2970,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,CataCXium A,0.125,0,2.5,DMF,19.5335430947473,2752980.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,,CN(C)C=O,Clc1ccc2ncccc2c1
2971,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,SPhos,0.125,0,2.5,DMF,15.418249173578,621863.625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,,CN(C)C=O,Clc1ccc2ncccc2c1
2972,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Ester,1,Pd(OAc)2,0.0625,dtbpf,0.125,0,2.5,DMF,16.8772032061103,2400734.5,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,B(OC)(OC),[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,,CN(C)C=O,Clc1ccc2ncccc2c1
